,Title,Bathrooms,Bedrooms,Car Spaces,Floor area (m²),Land Size (m²),Subdivision name,Block and Lot/Unit Number,Build (Year),Rooms (total),Price
2414,"Modern Design Townhouse and Lot in Las Piñas City 3 Bedroom For Sale, 5.5M",2.0,3.0,,80.0,66.0,Casimiro Village,Blk 3 Lot 5 Phase 2,,,5500000
2415,"House and Lot for Sale in Carmenville Subdivision, Angeles, Pampanga",4.0,4.0,3.0,496.0,496.0,Carmenville Subdivision,,,5.0,25000000
2416,"2 Bedroom House and Lot For Sale IDESIA Lipa, TALIA 2 Storey Single Attached",1.0,2.0,,52.25,80.0,IDESIA,,,,4600000
2417,"For Sale 2 Storey Affordable Townhouse Unit near Tanauan Institute, Batangas",1.0,3.0,,46.6,40.0,Plaincrest Subdivision,Townhouse unit,,,1162000
2418,"House and Lot Brooke For Sale in San Rafael, Mexico, Pampanga",2.0,3.0,,72.0,101.0,The Palms Lakeshore,"B5, L3",,,3986000
2419,3 to 5 bedrooms Townhouse Ready For Occupancy in Clairemont Hills San Juan,3.0,3.0,3.0,444.9,124.0,Clairemont Hills,12,,5.0,48025624
2420,"Marigold Model House For Sale in Solana Casa Real, Bacolor, Pampanga",3.0,3.0,,152.0,182.0,Solana Casa Real,,,,5569520
2421,North Orchard 3 bedrooms/Sta Maria Bulacan,2.0,3.0,,112.0,80.0,North Orchard,blk 27 lot 11,,,5182936
2422,Townhouse for Sale at 722 San Rafael St. Mandaluyong City - Unit B,4.0,4.0,2.0,266.0,108.0,Plainview,722 San Rafael St – Unit B,,,29800000
2423,NRFO Criselle Single Firewall in Camella Cagayan For Sale at Tuguegarao City,1.0,2.0,,40.0,142.0,Camella Cagayan,Block 14,,,5200000
2424,"Sasha 3BR House and Lot for sale in Malolos,Bulacan",2.0,3.0,,96.0,96.0,Grand Royale,,,,4374720
2425,"3 Storey House and Lot for Sale with Roof deck in Lena Subdivision, Valenzuela",6.0,6.0,4.0,700.0,193.0,Lena,,2008.0,6.0,34000000
2426,"For Sale Bungalow Walnut House 133 sqm 3BR San Pedro, Laguna ",1.0,3.0,1.0,125.0,133.0,Southwind at Southpeak,Blk 7 Lot 22,2.0,3.0,7207100
2427,"For Sale: 3-Bedroom Mia House Unit at Palm Lakeshore Estates in Mexico, Pampanga",2.0,3.0,1.0,60.0,50.0,The Palms Lakeshore Estates,Blk 7 Lot 18,,,2211600
2428,"RFO house and lot for sale in Alegria Loma de Gato Marilao,Bulacan ",3.0,4.0,,173.0,153.0,Alegria Residences,Blk 1 lot 12,,,8354000
2429,"RFO Town House For Sale in Marilao, Bulacan",1.0,2.0,,46.0,80.0,Villaroma and Residencia,Phase 1,,,2000000
2430,4 Bedrooms Townhouse For Sale in Bf Resort Village Las Piñas City,4.0,4.0,1.0,182.0,102.0,BF Resort Village,Block 4 Lot 11,,,8500000
2431,Phirst Park Homes for Sale in Batulao (Tagaytay),1.0,2.0,,40.0,50.0,PHirst Park Homes Batulao,block 6 lot 12,,,2207956
2432,Phirst Park Homes Baliuag Bulacan,1.0,2.0,1.0,40.0,44.0,Phirst Park Homes Baliuag,block 6 lot 12,,2.0,2000000
2433,"House and Lot For Sale in Sampaloc, Manila Good Location",5.0,8.0,6.0,580.0,400.0,,,,,35000000
2434,For Sale Boracay Beach House and Lot Located at Newcoast Village,3.0,2.0,,143.0,250.0,Newcoast Village,Block 8 Lot 49,,,21184000
2435,"3 Bedrooms 2 Toilet And Bath House for sale in Balabag, Pavia, Iloilo",2.0,3.0,,62.0,100.0,Providence Subdivision Iloilo,Village 3 Block 65 lot 30,,,3500000
2436,"For Sale: NRFO House and Lot with 2-Bedrooms at Grand Royale in Malolos, Bulacan",2.0,2.0,,52.0,96.0,Grand Royale,Blk 6 Lot 27,,,2948000
2437,"For Sale Corner lot area, Quality 4-bedroom house in Quintin Salas, Iloilo City",2.0,4.0,1.0,79.0,161.0,Salas Real,"Blk 46, lot 8",2020.0,6.0,5066901
2438,"Cavite House rush sale in Block 20, Lot 18, Tanza, Cavite",1.0,3.0,1.0,40.0,60.0,,"Block 20, Lot 18",,3.0,1968000
2439,"For Sale 3 Bedrooms, 2 T&B, Single Attached in Brgy. Hugo Perez, Trece Martires",2.0,3.0,,100.0,,The Woodlands,Blk 41 Lot 93,,,3108000
2440,"Ready To Occupy House & Lot In Bacoor, Cavite",2.0,3.0,1.0,85.0,110.0,Bellefort Estates,Block 06 Lot 40,,3.0,6000000
2441,"2 Bedroom House & Lot For Sale in Wellford Homes, Jaro, Iloilo",1.0,2.0,,42.5,80.0,Wellford Homes - Iloilo,,,,2266646
2442,"Annika 2BR House and Lot for sale in Malolos,Bulacan",2.0,2.0,,40.0,96.0,Grand Royale,,,,2613000
2443,"Modern Design Townhouse and Lot in Las Piñas City 3 Bedroom For Sale, 6.5M",3.0,3.0,,113.0,77.0,Pamplona Park Subdivision,,,,6500000
2444,Phirst Park Homes Magalang Pampanga,1.0,2.0,1.0,40.0,44.0,Phirst Park Homes Magalang Pampanga,block 6 lot 12,,2.0,1750785
2445,For sale 3 Bedroom Townhouse - Brand New near Tagaytay 3 | Aliyah Model,1.0,3.0,1.0,54.0,50.0,Sabella Village - Cavite,Aliyah Model,,,2004125
2446,"RFO house and lot for sale in Aina homes Bulakan,Bulacan ",2.0,3.0,,74.0,78.0,Aina Homes,,,,3100000
2447,"2 Story Single Family House for Sale Located at Kapasigan, Pasig City, ",4.0,4.0,,250.0,150.0,Private,,,,14500000
2448,Townhouses and single detached in province of Rodriguez Rizal..,2.0,2.0,,38.0,121.0,Metro Manila Hills,,,,2783529
2449,Itogon Brand New House For Sale,4.0,5.0,1.0,250.0,150.0,Monterrazas Subdivision,19 C Azucena Street,2020.0,5.0,13500000
2450,4 bedrooms house and lot for sale in pilar village las piñas city,3.0,4.0,2.0,155.0,131.0,Pilar Village,Block 1 Lot 1,,,9671000
2451,"House And Lot For Sale At Tanza Cavite Near Sm Tanza, Puregold Tanza",2.0,4.0,,88.0,52.0,,,,,2900000
2452,"The Villas at Dasmarinas Highlands, Cavite",2.0,2.0,,76.0,88.0,The Villas at Dasmarinas Highlands,Block 170 Lot 15,,,3600000
2453,For Sale 3BR House and Lot w/ pool in South GreenHeights Putatan Muntinlupa ,2.0,3.0,,295.0,300.0,South GreenHeights,,,,9500000
2454,"For Sale: 4 Bedroom Brand New House in Countryside Homes, Tayud, Liloan Cebu",3.0,4.0,,181.0,90.0,,,,,5350000
2455,"The Ridge Apec Homes Mexico, Pampanga (RFO) 2 BR Townhouse for sale",1.0,2.0,,44.0,36.0,The Ridge,Block 18 Lot 10,,,1074176
2456,For Sale 4 Bedroom House and Lot in General Trias near Tagaytay – Blk 20 Lot 19,2.0,4.0,2.0,81.0,100.0,,"Block 20, Lot 19",,,3900000
2457,"Camella Gapan I Dani House with Balcony for Sale in Gapan City, Nueva Ecija",3.0,3.0,,83.0,110.0,Camella Gapan,,,4.0,6781000
2458,,,,,,,,,,,
2459,"RFO Units Available!  Few Minutes Away From Manila ! 3 Bedrooms, 2 Toilet & Bath",2.0,3.0,,54.35,48.0,Elliston Place,,,,3080000
2460,2-Storey Single Firewall with 2 Bedroom House for Sale in Batangas,2.0,2.0,2.0,46.0,60.0,Lessandra Sto. Tomas,Phase 1,5.0,2.0,3225000
2461,For sale Prime lot in exclusive St Ignatius Village in Quezon City,5.0,7.0,4.0,343.0,420.0,St. Ignatius Village,Block 6 Lot 5,,8.0,68000000
2462,"3 BR Single Attached Unit For Sale Imus City Cavite in Navarro, General Trias",2.0,3.0,1.0,72.0,80.0,Somerset Village,SS16-0137,2016.0,,5299680
2463,"For Sale Affordable Single Attached Unit (4 BR - Alexandra) in Alapan II-B, Imus",3.0,4.0,2.0,100.0,120.0,Lancaster New City,"Block 02, Lot 31, Phase 12",,,7302920
2464,Azalea 2-Storey Single Attached House for Sale at Cabanatuan East in Nueva Ecija,2.0,3.0,,70.0,120.0,Cabanatuan East,Block 7,,,2448900
2465,"Brand New House and Lot for Sale near SM Telabastagan in San Fernando, Pampanga",4.0,4.0,2.0,245.0,180.0,,,,,12000000
2466,"For Sale Single House at The Parkplace Village, Imus, Cavite",2.0,3.0,2.0,128.0,169.44,Parkplace Village,,,,8600000
2467,Phirst Park Homes Pandi Bulacan,1.0,2.0,,40.0,44.0,PHirst Park Homes Pandi,block 6 lot 12,,,2147583
2468,,,,,,,,,,,
2469,For Sale: 62.8sqm 2 Bedroom single-attached house with carport at Calamba,1.0,2.0,1.0,62.8,88.0,Ventura Real,Blk 5 Lot 4-12,2023.0,3.0,2900000
2470,"Residential House and Lot for sale by Pineview, Tanza, Cavite",1.0,2.0,,67.0,157.0,Pineview,Blk 32 LO1 13,,,3587000
2471,"Ready For Occupancy House For Sale in Gran Avila, Calamba Laguna",1.0,2.0,1.0,47.25,,Gran Avila,Block 19 Lot 3,2019.0,2.0,1840808
2472,"Pre-owned House and Lot with pool for Sale in Matandang Balara, Quezon City",8.5,7.0,8.0,525.0,964.0,Capitol Homes,,,,95000000
2473,"2 bedroom RFO Duplex Type House and Lot For Sale in Aina Homes Bulakan, Bulacan ",2.0,2.0,1.0,58.0,78.0,Aina Homes,Phase 4,,2.0,2596000
2474," Brand New 3-Storey, 6 BR Stunning House for Sale in Bulacao, Cebu – Pool, Gym",5.0,6.0,4.0,567.0,360.0,Vista Grande,Phase 1,2022.0,,39200000
2475,"10 Bedroom Mansion and Farm Surrounding Forest in Indang, Cavite",10.0,10.0,,2000.0,17000.0,,,,10.0,350000000
2476,"Duplex House for sale in Casa Segovia, Hinukay, Baliuag, Bulacan",1.0,3.0,,45.0,,Casa Segovia,Duplex Type,,,1564108
2477,"For Sale Fully Furnished House and Lot in Patutong Malaki South, Tagaytay City",5.0,5.0,,,1956.0,,,,,50000000
2478,3 Bedroom House For Sale at The Grove Cagayan ,3.0,3.0,,88.0,91.0,The Grove at Pueblo de Oro,Block 11D,,,7564990
2479,Don Enrique Heights 2 Bedroom House and Lot For Sale in Quezon City,5.0,6.0,,650.0,226.3,Don Enrique Heights,45,,,26000000
2480,Eugenie Model House For Sale In Solana Frontera,2.0,3.0,,87.0,132.0,Solana Frontera,1,,,3217300
2481,Sun Valley Promenade House| 4 Bedroom House for Sale in Antipolo City,4.0,4.0,4.0,172.0,264.0,Sun Valley Golf and Residential Estates,Phase 2,,5.0,18000000
2482,2 Bedroom Townhouse for Sale in San Jose Batangas near Lipa Exit,2.0,2.0,1.0,46.16,50.0,Phinma Maayo,Rosario,,,2900000
2483,Pre-owned bungalow in Sta Maria Banaba San Mateo,3.0,3.0,,150.0,286.0,Sta Maria Subdivision Banaba Sn Mateo,10,,,7000000
2484,"2 Storey House and Lot for Sale in Brookside Hills Subdivision 3 Cainta, Rizal",4.0,5.0,1.0,300.0,333.0,Brookside Hills Subdivision 3,,,,15000000
2485,"336 sqm House and Lot for Sale in South Forbes, Silang Cavite",3.0,3.0,,391.35,336.0,Southforbes Villas - Cavite,,,,35918440
2486,beach resort residential property in Kota keluarga for sale,1.0,1.0,,52.5,200.0,Kota keluarga,Block5 lot 3,,,7162000
2487,"Single Attached House with Fence - 4 Bedrooms, 3 Toilet & Baths",3.0,4.0,,100.0,120.0,Lancaster New City,,,,6635400
2488,House 5BR 2 Storey Brand New Home for Sale in BF Resort Village Las Piñas,2.0,5.0,2.0,251.61,174.0,BF Resort Village,,,,15700000
2489,"3 Bedrooms House and Lot For Sale in Mabalacat, Pampanga",1.0,3.0,,100.0,120.0,,,,,5500000
2490,For Sale Affordable House and Lot 4 Bedroom near in SM Tanza ,2.0,4.0,,104.0,78.0,,,,,3386400
2491,Modern House 2 car garage + 1 outside 5 AC units For Sale at Taytay Rizal,4.0,4.0,,200.0,100.0,Private,,,,17000000
2492,"2 Bedroom Townhouse for Sale Located at Garden Grove Calumpit, Bulacan",1.0,2.0,,40.0,40.0,Garden Grove Bulacan,,,,2000004
2493,"Two-Storey Socialized Townhouse (33.6sq.m) with Mountainview in Sariaya,Quezon",1.0,2.0,,33.6,30.1,PALMDALE VILLAGE,Block 47 Lot 11,,,660000
2494,"Pre-selling 3-Bedroom House and Lot in Neuville Townhomes, Tanza, Cavite",2.0,3.0,,90.0,52.0,Neuville Townhomes,Blk 10,,,2800000
2495,"Spacious 5 Bedroom Single Detached House and Lot for Sale in Dasmariñas, Cavite",3.0,4.0,2.0,120.0,121.0,Monde Residences,,,5.0,7725000
2496,"Pre-owned Townhouse for sale in Nangka, Marikina, Metro Manila",3.0,4.0,,160.0,80.0,Greenheights Marikina,14,,,4500000
2497,"For Sale RFO - Single Attached House - 3 Bedrooms, 2 Toilet & Baths, Imus",2.0,3.0,,120.0,84.0,Lancaster,,,,5831600
2498,Aria Aspire by Filinvest near SM Masinag,3.0,4.0,,93.0,113.0,Aria,,,,9700000
2499,Villa Marcela 2 House for Sale,1.0,2.0,,49.0,49.0,,,,,1087000
2500,"Farm For Sale in Indang, Cavite with 10 bedroom House Mansion",10.0,10.0,,2000.0,17000.0,,,,,350000001
2501,5 Bedrooms House with Family area and Balcony and Carport for sale in Gapan,3.0,5.0,,142.0,132.0,Camella Gapan,,,,8448000
2502,"5 BR 4 T&B Single Attached House unit for sale in Tandang Sora, Quezon City",4.0,5.0,3.0,126.0,174.0,,,,,14395000
2503,"5 Bedroom House and Lot For Sale in Serra Monte Mansions, Cainta, Rizal",4.0,5.0,2.0,185.0,207.0,Serra Monte Mansions,Oakwood Street,,,12500000
2504,"For Sale House & Lot, Portofino South, Las Pinas",9.0,5.0,,538.0,604.0,Portofino,,,,70000000
2505,"3 Bedrooms House For Sale in Princess Ville Subdivision, Digos",2.0,3.0,,96.0,132.0,,,,,3900000
2506,Ready for occupancy  Townhouse for sale in Pili Camarines Sur,1.0,2.0,,36.0,63.0,,,,,3454000
2507,3 Bedroom Complete Finished & Single Detached In Holiday Homes General Trias,2.0,3.0,,72.0,100.0,Holiday Homes,Gia Model,,,5116589
2508,For Sale:  RFO - One Storey Single Attached House and Lot in Mactan in Lapu-Lapu,1.0,1.0,,31.0,89.0,Futura Homes Mactan,Block 19,,,3000000
2509,House Practical Single Attached Home For Sale in Cavite in General Trias,2.0,3.0,,80.0,92.0,Glenbrook - Lancaster New City,07 13,,,5565640
2510,For Sale  prime location 3BR near Robinsons Place las pinas in Las Piñas,2.0,3.0,1.0,80.0,57.0,Angela Village,lot c,,,4500000
2511,Townhouse for Sale at 722 San Rafael St. Mandaluyong City - Unit A,4.0,4.0,2.0,292.0,118.0,Plainview,722 San Rafael St - Unit A,,,31600000
2512,Cara in Camella Prima Butuan House and Lot for Sale,2.0,3.0,,66.0,88.0,Camella Prima Butuan,,,,4835285
2513,"Ready for Occupancy House and Lot For Sale along Daanghari, Bacoor",3.0,3.0,1.0,169.94,100.0,,,,,9100000
2514,"3-storey Luxury house, on exclusive subdivision.",4.0,3.0,,300.0,166.0,Horseshoe Village,51A,,,55000000
2515,"FS: 5 Bedroom House & Lot in Fairmount Hills, Antipolo City",4.0,5.0,4.0,800.0,1090.0,Fairmount Hills,,,,20000000
2516,"For Sale Modern Design 2- Storey Townhouse - 3BR, 3CR, 1 Carport in Las Piñas",3.0,3.0,,104.0,70.0,Mother Earth Subdivision,24,,,5980000
2517,,,,,,,,,,,
2518,House and Lot for Sale in Bacoor,1.0,2.0,,40.0,54.0,,Blk3 Lot7 Ph3,,,4481000
2519,2 storey NRFO house and lot @ Montebello in Cuidad de Calamba,2.0,3.0,1.0,62.4,,Montebello at Ciudad de Calamba,,,3.0,5726300
2520,"For Sale:  Pre-selling 3-Bedroom House and Lot in Nuvali, Calamba, Laguna",1.0,3.0,,95.0,182.0,Averdeen Estates Nuvali,Erin,,,12613000
2521,Las Brisas |3 Bedroom in Tanza  Cavite,2.0,3.0,,112.5,72.0,Las Brisas,Blk 10 lot 14,,,4731695
2522,For Sale: 3 Bedroom Single Detached House with view of Mt. Makiling and Tagaytay,3.0,3.0,1.0,139.8,258.0,Monte Bello,"Blk 4B, Lot 5",2022.0,3.0,11176500
2523,Best Seller Affordable House & Lot for sale 2BR | Jasmine Single Attached ,,2.0,1.0,44.5,58.8,Green Meadows Residences,Jasmine Single Attached,,,1461000
2524,"For Sale 2 Storey House & Lot, 3BR w/ Maid’s Room in San Isidro, Cainta",3.0,3.0,,93.0,112.0,Aria,Blk 3 Lot 12,,,8714000
2525,,,,,,,,,,,
2526,"RFO 3 bedroom house and lot for sale in Villares Subdivision Calumpit,Bulacan",2.0,3.0,,75.0,168.0,Villares Calumpit Bulacan,,,,4500000
2527,"For Sale! 2 Bedroom Lamea Townhouse Mid Unit at Magalang, Pampanga",2.0,2.0,1.0,47.0,50.0,Hamana Homes,Mid Unit,,,1900000
2528,"Pre-Selling Townhouse for sale in San Rafael, Mexico, Pampanga",2.0,3.0,,50.0,50.0,The Palms Lakeshore Estates,Block 13 lot 1,,,1900000
2529,"For Sale: Brand New 2-Storey House and Lot in BF Resort Village, Las Piñas",6.0,4.0,2.0,258.0,169.0,BF Resort Village,,,,18000000
2530,"Sunnyvale Premiere – Diana House Model For Sale in Concepcion City, Tarlac",1.0,1.0,1.0,30.0,65.0,Sunnyvale Premiere,Diana House Model,,,1704000
2531,"For Sale 2 Storey, 3 Bedroom House in San Antonio, San Pedro, Laguna",2.0,3.0,2.0,167.0,135.0,Southwind at Southpeak,Block 7 Lots 3,2.0,3.0,9356600
2532,3 Storey Single Family Home in Tagaytay,3.0,3.0,2.0,306.23,252.0,Villa Mercedes,Block 3 Lot 5B,2022.0,6.0,17954025
2533,beach house in Seafront Residences for sale,3.0,4.0,,150.0,234.0,Seafront,Block8 lot4,,,18109688
2534,,,,,,,,,,,
2535,"Duplex House For Sale at Hamana Homes in Sto. Rosario, Magalang, Pampanga",2.0,3.0,1.0,54.0,80.0,Hamana Homes,Nanea,,,2700000
2536,The Hampton Place at Greenwoods South,1.0,3.0,,75.0,120.0,Hampton,Block12 lot 14,,,4925000
2537,House and Lotfor Sale at The Garden Villas Tanza,2.0,4.0,,106.0,94.0,THE GARDEN VILLAS TANZA,,,,3441600
2538,"Prime 5 Bedrooms House and Lot in Palanan, Makati City Rush Sale",2.0,5.0,,218.0,216.0,,,,,38880000
2539,"Near MOA, Makati & NAIA, 1 Month Move in RFO Unit for Sale at Imus Cavite",1.0,2.0,1.0,41.0,92.0,Bonita,Block 5 Lot 5,,,2901000
2540,"Modern Design Townhouse and Lot in Las Piñas 3 Bedroom For Sale, 5.98M",3.0,3.0,,104.0,70.0,Mother Earth Subdivision,,,,5980000
2541,"3 Bedroom Pre-selling Townhouse in Neuville Townhomes, Tanza, Cavite | Astrid",2.0,3.0,,90.0,52.0,Neuville Townhomes,Astrid,,,2800000
2542,"Sunnyvale Premiere – Lara House Model For Sale in Concepcion City, Tarlac",1.0,1.0,1.0,28.0,72.0,Sunnyvale Premiere,Lara House Model,,,1810500
2543,"2 Storey Townhouse For Sale in Sendara Plains Subdivision San Fernando, Pampanga",1.0,2.0,1.0,43.0,,Hamana Homes,,,,989296
2544,House & Lot For Sale in Silang Cavite Near Tagaytay-Ready To Move In (Greta),3.0,5.0,1.0,166.0,216.0,Camella Alta Silang,Block 38 Lot 35 & 36,,,12239000
2545,"House and Lot For Sale in Santa Maria, Bulacan",3.0,3.0,1.0,80.0,140.0,Amaya Land,B116 L26,,,7126876
2546,Brand New 4 Bedrooms Single Detached House and Lot For Sale in Dasmariñas,3.0,4.0,2.0,125.0,158.0,Pacific Parkplace Village,Block 2 Lot 1,,,7900000
2547,"Pre owned House and lot for sale in Santo Tomas Proper, Baguio City",7.0,9.0,3.0,600.0,900.0,,,,,20000000
2548,House for Sale at Crestview Subdivision,3.0,3.0,2.0,77.91,72.96,crestview subdivision,,2.0,3.0,4300000
2549,"For Sale 3-Bedroom house, with fence and gate in Quintin Salas, Jaro Iloilo City",2.0,3.0,1.0,56.0,120.0,Salas Real,"Block 5, lot 16",,5.0,4011688
2550,"For sale Las Palmas Phase 7 Townhouse in Santa Maria,Bulacan",1.0,2.0,,44.0,56.0,las palmas,phase 7a,,,2177940
2551,Modern 4 Bedrooms Single Detached House and Lot for Sale in Dasmariñas Cavite,3.0,4.0,,120.0,1210.0,Monde Residences,Block 2 Lot 2,,,7725000
2552,House And Lot For Sale Near Davao Airport,3.0,4.0,,148.92,180.0,ILUMINA ESTATE,,,,12300820
2553,"RFO 3 Bedroom Duplex House for sale in Villares Subdivision Calumpit,Bulacan",2.0,3.0,,70.0,98.0,Villares Subdivision,,,,3606616
2554,Beautiful 5BR Brand New Home near school for Sale in BF Resort Village Las Piñas,5.0,5.0,2.0,370.0,263.0,BF Resort Village,,,,27000000
2555,5 Bedrooms Single Firewall House in Camella Negros Oriental for sale,3.0,5.0,1.0,142.0,143.0,Camella Negros Oriental,Block 14  Lot 27,,,8659792
2556,"517 sqm House and Lot for Sale in South Forbes, Silang Cavite",4.0,3.0,,271.92,517.0,Southforbes Villas - Cavite,,,,39786465
2557,"3 Bedrooms Townhouse in Magalang, Pampanga | Hamana Homes",2.0,3.0,,51.0,75.0,"Hamana Home, Pampanga",block 1 lot2,,,2300000
2558,"house and lot for sale at sun valley in San Juan, Antipolo",5.0,6.0,,197.0,319.0,Sun Valley Estate,BLOCK 4 LOT 17,,,15000000
2559,"3 Bedrooms House and Lot for sale at Rancho 3, Marikina City",2.0,3.0,1.0,150.0,240.0,Rancho 3,,,3.0,11000000
2560,"Nanea Single Attached House For Sale in Hamana Homes at Magalang, Pampanga",2.0,3.0,1.0,64.0,106.0,Hamana Homes,,,,5737000
2561,For Sale!! 4 Bedrooms House And Lot In Mandaluyong Near Makati And Shaw,5.0,4.0,,255.0,64.0,private,,,,27900000
2562,"For Sale 3 Bedroom House and Lot in Versailles, Almanza Dos, Las Piñas",3.0,3.0,4.0,208.0,243.0,Versailles,,,,33200000
2563,*Brand New For Sale* 2 Storey Single-Detached Semi-Furnished House in BF Resort,4.0,4.0,2.0,370.0,263.0,BF Resort Village,,,,27000000
2564,"3 Bedroom Mia Townhouse For Sale in The Palms Lakeshore Estates Mexico, Pampanga",2.0,3.0,1.0,60.0,50.0,The Palms at Lakeshore Estates,Block 7 Lot 18,,,2211600
2565,"For Sale: Big House and Lot  - Lot area 3,500 sqm - Yati Liloan",5.0,5.0,3.0,400.0,3500.0,,,,,32000000
2566,3 Bedroom Aduna beach villas phase2  for sale,3.0,3.0,,292.0,188.0,Aduna Beach Villa,Block 4 Lot 2,,,5600400
2567,5 Bedroom Ayala Alabang House and Lot for sale,4.0,5.0,4.0,762.0,762.0,Ayala Alabang Village,,,,320000000
2568,"For sale RFO Single Attached House 700k Discount TCP Near Manila, General Trias",2.0,3.0,,84.0,120.0,Manchester Village,Block 14 Lot 27,,,5924140
2569,"Dana House for sale in Camella Prima Butuan, Agusan del Norte",3.0,4.0,,99.0,85.0,Camella Prima Butuan,,,,5645045
2570,"House & Lot for Sale in General Trias, Cavite - Dana (RFO) near Metro Manila",3.0,4.0,,83.0,99.0,Camella General Trias,Block 02 Lot 03,,,6768000
2571,House and Lot in Camella Baia - Freya CL by Mark Alpuerto,3.0,5.0,,142.0,163.0,Camella Baia,Block 3 Lot 1,,,10829000
2572,"RFO 4 Bedroom House and Lot For Sale in Buho, Silang, Cavite",3.0,4.0,1.0,83.0,99.0,Camella Silang,Block 7 Lot 14,,,8116000
2573,"For Sale Corner Lot - elegant 4 bedroom house and lot Near Manila, Dasmariñas",3.0,4.0,,129.0,157.0,Monde Residences,,,,12372500
2574,"House and Lot in Camella Baia - Mika by Mark Alpuerto, Bay",1.0,2.0,,46.0,66.0,Camella Baia,Block 8 Lot 8,,,4033000
2575,For Sale 4 Bedroom Single Detached House and Lot for Sale in Dasmariñas Cavite,3.0,4.0,,110.0,120.0,Monde Residences,,,,7100000
2576,4 Bedrooms Single Homes near Alabang House and Lot for Sale Dasmarinas Cavite,3.0,3.0,,121.0,120.0,Monde Residence,Block 4 Lot 4,,,7305000
2577,Forest Grove Havila Filinvest,3.0,5.0,2.0,113.0,329.0,,,,,15075900
2578,Ready For Occupancy Single Detached House and Lot,3.0,3.0,,240.0,612.0,,,,,13500000
2579,RFO Allona Single Firewall 2 bedroom in dalig antipolo,2.0,2.0,,48.0,89.0,Allona Single Firewall,,,,6757000
2580,4 Bedrooms Single Homes near Alabang House and Lot for Sale Dasmarinas Cavite,3.0,3.0,,121.0,120.0,Monde Residence,Block 4 Lot 4,,,7305000
2581,,,,,,,,,,,
2582,For Sale: Two Storey Country Design House in Jagobaio Mandaue,5.0,4.0,4.0,300.0,312.0,The Heritage Subdivision,,,,22000000
2583,"for SALE!!! 2 House & Lot 30 meters from Sea Front, San Esteban, Ilocos Sur.",6.0,9.0,,,5945.0,,,,,55000000
2584,Zero DP House and Lot for Sale in San Mateo near Batasan Commonwealth QC,3.0,4.0,2.0,165.0,102.0,,,2022.0,4.0,9200000
2585,For Sale 4 Bedroom House and Lot in General Trias near Tagaytay – Blk 20 Lot 15,2.0,4.0,2.0,81.0,100.0,,"Block 20, Lot 15",,,3900000
